math_score,programming_score,study_hours_per_week,video_completion_rate,is_passed
4.9963209507789,7.585293712157961,6.36885493631997,0.5671736066225963,1
9.60571445127933,6.288770930752963,16.715127473972387,0.5312636898667579,1
7.855951534491241,4.476220930290622,26.315429240415842,0.12307785922579212,1
6.789267873576293,8.51036015765559,22.234521705877274,0.4071230448635408,1
3.248149123539492,7.477849380431034,24.39027328798204,0.44217605690727135,1
3.247956162689621,3.3009355147591304,20.104717634610804,0.45894050280721044,0
2.4646688973455957,9.28741747595074,21.076020371017723,0.6221551323045991,1
8.92940916619948,8.580297943385352,25.62667389539426,0.5802422920541906,1
6.80892009394567,9.598399306335391,8.240372256916391,0.6471145835141001,1
7.664580622368364,7.80575606710688,15.193323945651073,0.7883949353879154,1
2.1646759543664196,6.907321567486319,7.415073812768465,0.8316871648444841,0
9.759278817295954,5.345944290324951,29.642372231902762,0.7463107686038449,1
8.659541126403374,9.461827866832106,28.377720850911786,0.9599713263594413,1
3.6987128854262092,8.928511116003268,2.143377529686671,0.11640932440872548,0
3.454599737656805,2.3617493608495153,21.461680002954964,0.2762001871151915,0
3.4672360788274705,2.210935795978016,27.832201205054307,0.10680658748032791,0
4.433937943676302,5.011706935024397,6.236685008692673,0.6827272427391426,0
6.198051453057903,8.484426646254663,17.470411686026253,0.9082274940549883,1
5.455560149136926,9.898209034519557,27.549160630053212,0.31913406691866936,1
4.329833121584335,3.2033351288282255,1.9844333789881663,0.9343310903166759,0
6.894823157779036,6.753045722817081,21.22518775015836,0.15424065126060477,1
3.1159508852163347,5.047126853048172,9.623121213803973,0.9409924241249629,0
4.337157188281745,9.759315182516826,27.80748966591938,0.41646041851567095,1
4.930894746349534,8.73695138508567,29.160689109795666,0.19127874560429486,1
5.648559873736287,8.706629637689103,28.383728184289584,0.5372845832676931,1
8.281407691144109,5.749545278359762,14.752212283066449,0.33109891094845717,1
3.597390257266878,5.318556018701321,25.99923687869009,0.3563856117657306,0
6.113875507308893,4.18725657544565,25.491932557517043,0.37656096843365794,1
6.73931655089634,2.451003973207417,10.253913724054414,0.8227233080493971,0
2.371603301759982,8.917779010040427,25.038548750369642,0.5852451490077291,1
6.860358815211507,8.503208073040621,2.073221406749286,0.38017692924040325,0
3.3641929894983322,9.997741386289045,18.291826475979537,0.6493004049798266,1
2.520412743882236,9.973094696591243,7.670256281343389,0.7445356068008742,1
9.591084298026665,6.44345364482102,4.496439687541086,0.3453616006601804,0
9.725056264596475,8.151899321444084,3.2316428472470653,0.4721941913728164,0
8.46717878493169,9.558125839059425,21.19237450046605,0.2096974840032528,1
4.4369101533869655,8.79717912541929,10.856373949273918,0.2630344145812123,1
2.781376912051071,3.9787848139455813,22.018236374334084,0.7130060685684845,0
7.473864212097255,5.604353082480748,2.8953338831693287,0.26329451292606426,0
5.52121994991681,3.03327532121196,10.1434197970877,0.5726470453003542,0
2.9763058787582306,9.632408218069779,16.64524747888478,0.7381416355501894,1
5.9614152808901615,6.84939707560704,23.930971780329944,0.19618923078526945,1
2.275108168921747,3.8291424440277018,10.243822585030028,0.6105809976660131,0
9.274563216630256,7.373605475246854,19.150849916673263,0.3309065053312274,1
4.070239852800135,6.945025923663167,26.693354698849426,0.9666341877138218,1
7.300178274831856,4.865301744262724,18.86003245728683,0.5351910820479323,1
4.493688608715288,2.908460737597032,7.755824767855379,0.8253932947976423,0
6.1605441694224865,7.372585564742397,1.7076226651396027,0.5952038879406356,0
6.373682234746237,6.162461607230346,26.232867343126966,0.13907127956933726,1
3.4788356442042163,8.178547133885115,1.6168129146612271,0.6698362380346201,0
9.756677022116468,6.161308008895947,26.36634850784178,0.9562630079859913,1
8.201062586888916,8.817452002548322,16.339176886789147,0.6414506381316981,1
9.515991532513514,6.415254710195884,28.23296325687399,0.8372699734841111,1
9.158618803421192,6.48750377228309,24.164713837436295,0.895785817013567,1
6.783199830488681,9.013228821266761,29.940089205466787,0.3052717947540392,1
9.374993880184935,5.227862929699176,11.170642648099594,0.290840355917404,1
2.707940016415356,3.072121827605126,23.24846037900268,0.6498828899658925,0
3.5678628993531616,2.230261410506712,12.655996494668022,0.46992562282603423,0
2.3618183112843045,8.041098045388953,14.916392988813357,0.8558751725800483,1
4.602642646106115,6.962476410827717,19.197658433332734,0.9100208110582101,1
5.109418317515856,7.6326381447937885,26.336636311403822,0.41807924137244634,1
4.170792254191167,3.703713292071286,29.53842060677956,0.31318350307703385,0
8.629900073215435,3.090971804694158,23.27992900207103,0.8024729637194756,1
4.854026613548714,2.1163573253430554,13.115236682852679,0.3473254319933225,0
4.247476077499046,4.804700470452776,13.219353066035035,0.8403528866623106,0
6.341568665265988,6.719341494837065,22.389886746077853,0.4813644282838866,1
3.127393799798101,5.1379523607978586,7.9245372272807675,0.7007949093623234,0
8.417575846032317,5.4997993761898325,4.203749280810445,0.18598178245120137,0
2.5964051494381666,9.233269555949988,11.28404257158252,0.6614733922089157,1
9.895095492804138,4.786043736186403,9.32993075796837,0.5065909108635063,1
8.17795815437326,6.111915913278486,9.592935493223713,0.6279476168579267,1
3.5897254522733792,8.269224101929144,7.774624780447388,0.2512127869703771,1
2.044176936988819,5.172342258570161,2.220702499454495,0.7631863704497639,0
8.523691427638674,6.976693601822988,1.5183441072690005,0.8765173697889057,0
7.654858750780937,8.89890966997396,29.643949302344915,0.2950658200816981,1
7.8320573443278985,9.596164989261137,13.405420878340008,0.18614309996814554,1
8.170162773487565,3.1765878474323035,12.14547276763077,0.12127472744170276,1
2.592357213872723,9.412701001291955,20.709771198099027,0.6777743503989394,1
4.867725828354181,5.9369303446363055,7.329362748086861,0.6463846324799026,1
2.9269524762010377,4.065955106391667,28.548874334556533,0.592027671442663,0
8.904827407004749,5.6730860499060904,23.80400541805101,0.30875238650437786,1
6.986385014620463,9.840260602283816,3.5929190670555258,0.45181539631496326,0
4.6471841988211935,5.940944751942957,13.109842497762923,0.6350287016675558,1
2.508466802288189,4.630012882300066,26.494430919302776,0.5470901729732525,0
4.487858573725298,7.067206834533806,28.3972286464509,0.9890069681933986,1
4.601466576213976,3.9211649502255446,14.554643826246222,0.22279577730105982,0
7.836849426704513,2.6069066248693114,18.788930287110524,0.7256300986428345,1
7.100459770841705,3.031037775285194,5.843984436670182,0.46388689129386296,1
9.097701940610612,3.0243667116621795,29.74389015797232,0.48537965343305334,1
5.777719401295594,3.215221548098355,7.718479340119859,0.7458379890923587,0
2.9567539675064136,3.110617381195281,28.339221449918643,0.7231925361919327,0
7.70595829778396,7.126997958425717,19.839752820778685,0.9921303943319695,1
8.08628038893518,3.4550406751931586,18.624367051486914,0.2155548605087127,1
6.49021758055597,4.765338266590906,15.867966819478749,0.19369868444574972,1
8.167737439636488,9.174307279248094,7.689424539815002,0.751904935415867,1
5.950364770915126,5.791693122102979,6.11931292815974,0.6205482253057681,1
6.1818626350559525,7.340461908168217,7.3941000630350855,0.3467445999038253,1
